Address,URL,Title
New York City,https://newyork.craigslist.org/mnh/egr/d/floor-plan-measurer-as-built/6311304257.html,Floor Plan Measurer: AS-BUILT Drawings $35/hr (New York City)
"Pleasantville, NY",https://newyork.craigslist.org/wch/egr/d/junior-architect/6310981771.html,Junior Architect
Brooklyn,https://newyork.craigslist.org/brk/egr/d/construction-estimator/6310937800.html,Construction Estimator - Assistant Estimator
Chelsea,https://newyork.craigslist.org/mnh/egr/d/senior-intermediate/6310821867.html,Senior/Intermediate Architects needed for boutique design studio
Flatiron,https://newyork.craigslist.org/mnh/egr/d/job-captain-intermediate/6310741355.html,Job Captain/Intermediate Architect - Immediate Hire
Flatiron,https://newyork.craigslist.org/mnh/egr/d/expeditor-in-architecture/6310701861.html,Expeditor in Architecture field
NYC 5 Boroughs,https://newyork.craigslist.org/brk/egr/d/licensed-professional/6310455722.html,"Licensed Professional Engineer (PE), Registered Architect (RA) WANTED!"
,https://newyork.craigslist.org/brk/egr/d/construction-managment/6310026070.html,Construction Managment
Forest Hills,https://newyork.craigslist.org/que/egr/d/junior-and-intern-level/6309680165.html,Junior and Intern Level Architect
,https://newyork.craigslist.org/mnh/egr/d/urgent-3d-visualization-help/6309676542.html,Urgent 3d visualization help
queens,https://newyork.craigslist.org/que/egr/d/expeditor-class-1-2/6309568737.html,expeditor class 1-2
5 boroughs,https://newyork.craigslist.org/que/egr/d/registered-architect-or/6309411028.html,REGISTERED ARCHITECT OR PROFESSIONAL ENGINEER
Anywhere,https://newyork.craigslist.org/brk/egr/d/construction-estimator-pt/6308906264.html,Construction Estimator PT/Work from Home
Queens,https://newyork.craigslist.org/que/egr/d/junior-estimator-project/6308876216.html,Junior Estimator/Project manager
,https://newyork.craigslist.org/wch/egr/d/architect/6308764716.html,Architect
Mount Vernon,https://newyork.craigslist.org/wch/egr/d/jr-architect-or-engineer/6308542213.html,Jr. Architect or Engineer
QUEENS,https://newyork.craigslist.org/que/egr/d/architectural-designer/6308374244.html,Architectural Designer
,https://newyork.craigslist.org/mnh/egr/d/construction-site-safety/6307626520.html,Construction Site Safety
SoHo,https://newyork.craigslist.org/mnh/egr/d/architectural-cad-drafters/6307583364.html,Architectural CAD Drafters
"Riverside, CT",https://newyork.craigslist.org/fct/egr/d/cad-draftsperson-civil-engrg/6307582774.html,"CAD Draftsperson, Civil Engr'g"
SoHo,https://newyork.craigslist.org/mnh/egr/d/project-architect/6307580764.html,Project Architect
"Riverside, CT",https://newyork.craigslist.org/fct/egr/d/land-surveyor/6307579606.html,Land Surveyor
"Stamford, CT",https://newyork.craigslist.org/fct/egr/d/civil-engineer/6307574058.html,Civil Engineer
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6307572198.html,Facade / Building Envelope Engineer or Architect
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/exterior-restoration-recent/6307570385.html,Exterior Restoration / Recent Graduate
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6307568405.html,Facade / Building Envelope Project Architect or Engineer
,https://newyork.craigslist.org/lgi/egr/d/hvac-mechanical-estimator/6307309554.html,HVAC Mechanical Estimator
Lower East Side,https://newyork.craigslist.org/mnh/egr/d/estimator-for-mechanical/6307264732.html,"Estimator for Mechanical, Plumbing and Sprinkler Company"
Great Neck,https://newyork.craigslist.org/lgi/egr/d/jr-architect-cad-draftperson/6307245131.html,Jr. Architect/CAD Draftperson
Midtown West,https://newyork.craigslist.org/mnh/egr/d/junior-architect/6307018058.html,Junior Architect
New York City,https://newyork.craigslist.org/mnh/egr/d/structural-engineer-field/6306987940.html,Structural Engineer / Field Inspector
New York City,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6306952756.html,Plumbing/Fire Protection Engineer
Lower East Side,https://newyork.craigslist.org/mnh/egr/d/assistant-sales-project/6306868825.html,Assistant Sales/Project Manager
Chelsea,https://newyork.craigslist.org/mnh/egr/d/architect-part-time-immediate/6306450202.html,Architect - Part Time - Immediate Need (Possible for full time)
All Boroughs,https://newyork.craigslist.org/que/egr/d/nyc-dob-expediter-seeks-class/6306276422.html,NYC DOB Expediter Seeks Class 2 Filing Rep
Midtown West,https://newyork.craigslist.org/mnh/egr/d/production-designer/6306210897.html,Production Designer
Midtown West,https://newyork.craigslist.org/mnh/egr/d/project-manager/6306207411.html,Project Manager
Midtown West,https://newyork.craigslist.org/mnh/egr/d/lead-designer/6306202599.html,Lead Designer
,https://newyork.craigslist.org/brk/egr/d/architect-drafter/6306137031.html,ARCHITECT/DRAFTER
Flatiron,https://newyork.craigslist.org/mnh/egr/d/project-architect/6305891766.html,Project Architect
Midtown,https://newyork.craigslist.org/mnh/egr/d/plumbing-fire-protection/6305786378.html,PLUMBING/FIRE PROTECTION ENGINEERS
Midtown,https://newyork.craigslist.org/mnh/egr/d/hvac-project-engineers/6305783744.html,HVAC PROJECT ENGINEERS
,https://newyork.craigslist.org/brk/egr/d/cad-operator/6305781677.html,CAD Operator
Brooklyn Navy Yard,https://newyork.craigslist.org/brk/egr/d/solidworks-designer/6305773047.html,SolidWorks Designer (Architectural)
Midtown West,https://newyork.craigslist.org/mnh/egr/d/senior-structural-engineer/6305766823.html,Senior Structural Engineer/Project manager
,https://newyork.craigslist.org/que/egr/d/junior-to-intermediate/6305687851.html,Junior to Intermediate Architects
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/cad-drafter/6305626393.html,CAD drafter
,https://newyork.craigslist.org/fct/egr/d/intern-junior-designer/6305596769.html,Intern/Junior Designer - Landscape Architecture
nyc,https://newyork.craigslist.org/mnh/egr/d/field-inspector-engineer/6305198143.html,Field Inspector - Engineer/Architect
Brooklyn,https://newyork.craigslist.org/brk/egr/d/event-designer/6304848973.html,Event Designer
Brooklyn,https://newyork.craigslist.org/brk/egr/d/assistant-construction/6304845779.html,Assistant Construction Project Manager
Chelsea,https://newyork.craigslist.org/mnh/egr/d/architect-interior-designer-3/6304817281.html,Architect/Interior Designer 3-5 Years Experience
,https://newyork.craigslist.org/brk/egr/d/junior-architect/6304817193.html,Junior Architect
Lower Westchester,https://newyork.craigslist.org/wch/egr/d/mechanical-design-engineer/6304808832.html,Mechanical Design Engineer
Brooklyn,https://newyork.craigslist.org/brk/egr/d/senior-cad-drafter-junior/6304767777.html,Senior CAD Drafter/Junior Architect
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/experienced-class-2-expediter/6304751688.html,Experienced Class 2 Expediter / Filing Rep Needed
Dobbs Ferry,https://newyork.craigslist.org/wch/egr/d/junior-intermediate-architect/6304652972.html,Junior-Intermediate Architect
Midtown West,https://newyork.craigslist.org/mnh/egr/d/estimating-administrative/6304399503.html,Estimating Administrative Assistant
Downtown,https://newyork.craigslist.org/mnh/egr/d/experienced-certificate-of/6304365082.html,Experienced Certificate of Occupancy Coordinator/Project Manager
Downtown,https://newyork.craigslist.org/mnh/egr/d/architectural-consultant/6304363703.html,Architectural Consultant/Expediter
Bronx-Hunts Point,https://newyork.craigslist.org/brx/egr/d/metal-and-glass-fabricators/6304321286.html,Metal and Glass Fabricators Seeking Estimator & AutoCAD Draftsman
Commack,https://newyork.craigslist.org/lgi/egr/d/field-estimator-project/6304313173.html,Field Estimator/ Project Manager Assistant
,https://newyork.craigslist.org/brk/egr/d/project-management/6304301235.html,Project Management/Construction
"Stamford, CT",https://newyork.craigslist.org/fct/egr/d/intermediate-architect/6304282723.html,Intermediate Architect
New York,https://newyork.craigslist.org/mnh/egr/d/part-time-junior-architect/6304105358.html,Part-time Junior Architect with 2-3 years of experience
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/exterior-restoration-recent/6303564348.html,Exterior Restoration / Recent Graduate
upper Saddle River,https://newyork.craigslist.org/jsy/egr/d/staff-scientist-env-1-3yrs/6303560644.html,Staff Scientist- ENV (1-3yrs)
Eatontown,https://newyork.craigslist.org/jsy/egr/d/staff-scientist-env-1-3yrs/6303556019.html,Staff Scientist- ENV (1-3yrs)
Financial District,https://newyork.craigslist.org/mnh/egr/d/staff-scientist-env-1-3yrs/6303543826.html,Staff Scientist- ENV ( 1-3yrs)
Chelsea,https://newyork.craigslist.org/mnh/egr/d/nyc-architecture-engineering/6303464973.html,NYC Architecture & Engineering Firm Seeks Senior Mechanical Engineer
Lower East Side,https://newyork.craigslist.org/mnh/egr/d/interior-design-intern-social/6303292040.html,Interior Design Intern/ Social Media Skills
,https://newyork.craigslist.org/mnh/egr/d/fast-experienced-draftsman/6303171804.html,"FAST, Experienced Draftsman Needed for Interior Design Firm"
Redhook brooklyn,https://newyork.craigslist.org/brk/egr/d/cnc-programmer-operator/6303079400.html,CNC Programmer Operator
"Gowanus, Brooklyn",https://newyork.craigslist.org/brk/egr/d/bklyn-based-design/6302821089.html,BKLYN Based Design/Construction Firm Seeks Sr. Construction Mgr.
Financial District,https://newyork.craigslist.org/mnh/egr/d/security-system-designer/6302801948.html,Security System Designer
Financial District,https://newyork.craigslist.org/mnh/egr/d/plumbing-and-fire-protection/6302794494.html,Plumbing and Fire Protection Engineers
Financial District,https://newyork.craigslist.org/mnh/egr/d/electrical-commissioning/6302785400.html,Electrical Commissioning Engineers
Financial District,https://newyork.craigslist.org/mnh/egr/d/electrical-engineers/6302767247.html,Electrical Engineers
SoHo,https://newyork.craigslist.org/mnh/egr/d/interior-design-firm-needs/6302404487.html,Interior Design firm needs Freelance Architect/ Interior Designer
Brooklyn,https://newyork.craigslist.org/brk/egr/d/construction-manager-boiler/6302243594.html,CONSTRUCTION MANAGER BOILER PLANT REHAB
,https://newyork.craigslist.org/mnh/egr/d/interior-design-top/6302172264.html,Interior Design / Top International Hotel Brand
QUEENS,https://newyork.craigslist.org/que/egr/d/architect-intern/6302158119.html,ARCHITECT INTERN
Midtown East,https://newyork.craigslist.org/mnh/egr/d/procurement-project-manager/6302072106.html,Procurement Project Manager with Design/Architecture background needed
Brooklyn,https://newyork.craigslist.org/brk/egr/d/store-designer-sales-rep/6302071001.html,Store Designer // Sales Rep
Midtown West,https://newyork.craigslist.org/mnh/egr/d/top-expediting-firm-immediate/6301987255.html,Top Expediting Firm- Immediate Hires- Asst. Project Mgr / Project Mgr
Nassau County,https://newyork.craigslist.org/lgi/egr/d/kitchen-cabinet-design-sales/6301915135.html,Kitchen Cabinet Design / Sales
Queens,https://newyork.craigslist.org/que/egr/d/estimator-asst-project-manager/6301906729.html,Estimator/Asst. Project Manager
E 19th St. & Kings Hwy,https://newyork.craigslist.org/brk/egr/d/autocad-drafter-or-staff/6301906004.html,AutoCAD Drafter or Staff Engineer
NEW YORK,https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6301838600.html,Intermediate Architect Project Architect
"Queens, NY",https://newyork.craigslist.org/que/egr/d/cad-draftsman-needed/6301768109.html,CAD Draftsman Needed
Brooklyn,https://newyork.craigslist.org/brk/egr/d/project-coordinator/6301745161.html,Project Coordinator
Long Island City,https://newyork.craigslist.org/mnh/egr/d/draftsperson-detailer/6301668562.html,Draftsperson Detailer
,https://newyork.craigslist.org/brk/egr/d/drafter-position-available/6301616480.html,Drafter Position Available- Bilingual Russian (must)
Financial District,https://newyork.craigslist.org/mnh/egr/d/junior-landscape-architect/6301559134.html,Junior Landscape Architect | Urban Spaces
TriBeCa,https://newyork.craigslist.org/mnh/egr/d/pt-jr-architect/6301519949.html,pt/jr. architect
Brooklyn,https://newyork.craigslist.org/brk/egr/d/architectural-position-entry/6301332314.html,Architectural Position - Entry Level
,https://newyork.craigslist.org/brk/egr/d/mechanical-design-engineering/6301331805.html,Mechanical Design Engineering
,https://newyork.craigslist.org/brk/egr/d/junior-architect-interior/6301279057.html,Junior Architect/ Interior Designer
